"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"thornsh7720132014","Shawn.Thornton","R","BOS",76,20132014,36,"1.100","1.100",5,4,9,0.46,0.36,0.82,-6,47.47,100.52,4.59,14.18,8.65,34,-2.45,50.53,52.98,2,95,93,8.67,8.49,17.15,-5.1,49.2,54.3,-8,245,253,22.35,23.08,45.44,81,-6.61,54.08,-55,517,572,47.17,52.19,99.36,56.09,31,21,178,-4.76,48.5,53.25,-24,387,411,35.31,37.5,72.81,74.94,38,147,-4.04,49.07,53.11,-11,26.46,27.46,290,301,109,47.38,26.76,-9.42,61.14,1.37,1.28,15,14,1,51.72,3.4,5.17,3.88,95.35,96.59,35.29,4,10,65.55,215,203,113,151,50,3,1,104,12,16,9,3,-0.55,657.61,3989.51,14.15,16,16.55,50.85,49.38,54.62,52.79,52.44,53.75
"timonki7520132014","Kimmo.Timonen","D","PHI",84,20132014,38,"6.000","6.000",6,30,36,0.21,1.05,1.26,-12,55.2,100.85,3.8,5.33,20.36,14,8.49,55.4,46.9,68,349,281,12.25,9.86,22.1,7.19,55.21,48.02,160,848,688,29.75,24.14,53.89,81,6.28,48.92,334,1774,1440,62.24,50.53,112.77,53.27,87,129,310,7.27,55.36,48.09,259,1337,1078,46.91,37.82,84.74,70.68,65,223,6.92,54.25,47.32,148,33.16,27.96,945,797,158,44.65,26.07,9.77,46.75,3.19,2.46,91,70,21,56.52,2.69,9.63,6.81,91.22,93.51,40,0,0,53.04,794,646,703,89,88,17,13,152,36,13,19,7,-0.42,1710.03,3385.48,33.56,17.76,17.73,50.04,50.11,55.85,55.76,54.65,54.41
"tinorja9220132014","Jarred.Tinordi","D","MTL",22,20132014,21,"0.900","0.870",0,2,2,0,0.36,0.36,-2,44.74,97.69,0,-6.76,15.09,2,-6.91,44.07,50.98,-14,52,66,9.4,11.93,21.33,-4.93,43.07,48,-37,115,152,20.79,27.48,48.26,9,-5.01,49.74,-60,255,315,46.09,56.94,103.03,51.76,13,27,33,-3.33,46.39,49.72,-30,193,223,34.89,40.31,75.2,68.39,10,20,-7.1,43.42,50.52,-40,23.86,31.09,132,172,10,45.4,22.87,-18.85,55.88,1.81,3.07,10,17,-7,37.04,0,7.58,5.18,90.12,92.38,40,0,0,43.86,75,99,96,42,34,0,2,10,12,0,4,2,-0.36,331.93,1003.74,24.85,16.6,17.31,48.58,49.49,54.89,58.1,53.59,54.69
"tlustji8820132014","Jiri.Tlusty","LR","CAR",68,20132014,25,"1.700","1.600",16,14,30,0.93,0.81,1.73,6,53.13,99.85,12.21,11.51,15.26,73,3.23,51.81,48.58,13,186,173,10.76,10,20.76,3.73,53.09,49.36,58,498,440,28.8,25.44,54.24,154,2.37,50.77,125,1060,935,61.3,54.07,115.37,50.94,53,38,238,3.05,52.51,49.46,75,784,709,45.34,41,86.34,68.88,54,185,3.02,52.58,49.56,53,31.23,28.16,540,487,131,47.91,31.31,7.65,44.53,2.78,2.54,48,44,4,52.17,8.65,8.89,6.12,90.97,93.79,31.43,3,12,61.84,444,375,274,88,136,10,4,115,19,26,11,17,0.35,1037.54,3090.78,25.13,18.68,17.7,50.31,50.31,58.75,58.02,54.43,53.77
"toewsjo8820132014","Jonathan.Toews","C","CHI",95,20132014,25,"6.500","6.300",36,48,84,1.09,1.45,2.54,8,59.97,101.3,15.93,19.46,20.87,139,10.01,59.03,49.01,141,461,320,13.95,9.68,23.64,9.52,60.12,50.6,371,1102,731,33.35,22.12,55.47,240,10.34,49.63,744,2238,1494,67.73,45.21,112.95,55.5,53,30,338,8.63,58.6,49.97,487,1659,1172,50.21,35.47,85.68,74.86,59,285,7.99,58.58,50.6,364,37.59,26.57,1242,878,226,41.23,25.09,11.19,50.46,4.09,2.54,135,84,51,61.64,12.63,10.87,8.14,90.43,92.83,56.44,1145,878,66.72,908,739,453,45,201,30,18,190,38,58,15,23,0.24,1982.54,3893.09,33.74,18.98,18.26,55.6,50.8,59.17,47.26,55.33,53.58
"toffoty9220132014","Tyler.Toffoli","RL","L.A",88,20132014,21,"0.765","0.717",19,24,43,1.01,1.27,2.27,3,62.09,103.55,10.05,14.1,12.89,59,7.82,57.61,49.79,65,246,181,13.01,9.58,22.59,9.73,60.23,50.49,215,633,418,33.49,22.11,55.6,173,9.7,52.39,522,1340,818,70.89,43.28,114.17,48.58,83,12,347,8.1,60.3,52.2,332,972,640,51.42,33.86,85.28,66.98,75,264,7.26,59.62,52.36,210,34.44,23.33,651,441,189,46.09,31.09,17.6,52.4,3.33,1.43,63,27,36,70,7.2,9.68,6.48,93.88,95.78,34.48,2,7,64.46,439,337,242,97,107,12,12,170,29,30,8,11,0.16,1134.1,4307.22,20.84,17.47,17.37,54.91,50.01,59.59,48.94,54.72,54.71
"tootojo8320132014","Jordin.Tootoo","R","DET",11,20132014,30,"2.000","1.900",0,1,1,0,0.8,0.8,2,52.5,93.95,0,16.91,6.86,3,-13.31,35.71,49.03,-4,5,9,3.98,7.16,11.14,-1.19,46.94,48.13,-3,23,26,18.3,20.69,38.98,10,3.15,49.35,6,63,57,50.12,45.35,95.47,49.21,3,1,20,-1.38,50,51.38,0,45,45,35.8,35.8,71.6,68.89,6,17,-4.88,43.66,48.54,-9,24.66,31.82,31,40,11,29.82,11.11,-21.43,50,1.59,3.98,2,5,-3,28.57,0,6.45,4.44,87.5,88.89,40,0,0,66.67,22,26,11,27,17,0,1,11,0,0,0,2,1.59,75.42,599.55,11.17,16.29,16.02,49.91,49.12,51.08,51.26,53.48,55.39
"torrera8120132014","Raffi.Torres","L","S.J",12,20132014,31,"1.750","2.000",5,3,8,2.51,1.51,4.02,1,45.67,111.92,33.33,2.22,9.96,10,0.84,58.54,57.69,7,24,17,12.05,8.53,20.58,4.47,61.62,57.14,23,61,38,30.62,19.07,49.69,17,-8.41,54.08,-18,95,113,47.68,56.72,104.4,62.11,3,5,22,-4.93,50,54.93,0,81,81,40.66,40.66,81.31,72.84,4,19,-4.76,49.58,54.34,-1,29.61,30.12,59,60,15,46.9,25.93,31.82,50,4.52,1,9,2,7,81.82,26.32,15.25,11.11,96.67,97.53,41.67,2,2,49.3,35,45,36,34,22,1,2,10,5,2,3,4,0.5,119.54,608.76,16.41,16.66,17.03,51.73,53.2,57.68,53.84,57.59,50.67
"trochvi9320132014","Vincent.Trocheck","C","FLA",20,20132014,20,"0.693","0.662",5,3,8,0.8,0.48,1.28,2,51.11,92.57,13.16,-2.62,18.76,18,-2.34,42.97,45.31,-18,55,73,8.8,11.68,20.47,5.1,52.01,46.92,13,168,155,26.87,24.79,51.66,42,3.56,47.55,15,344,329,55.02,52.62,107.63,53.78,15,11,76,1.21,49.24,48.03,-8,259,267,41.42,42.7,84.12,71.43,23,61,0.26,48.81,48.55,-9,29.59,31.03,185,194,38,41.03,27.34,-13.52,44.29,1.92,4.32,12,27,-15,30.77,8.2,6.49,4.63,86.08,89.89,47.28,166,182,47.86,134,108,146,39,36,1,2,33,8,13,3,5,0.32,375.16,833.37,31.04,17.94,17.48,50.28,50.63,53.42,52.83,55.88,54.48
"troppco8920132014","Corey.Tropp","RL","BUF/CBJ",55,20132014,24,"0.578","0.578",2,9,11,0.25,1.11,1.35,0,47.02,102.81,5.56,6.25,8.87,18,-9.98,40.88,50.86,-25,56,81,6.89,9.96,16.85,-1.01,48.45,49.46,-11,172,183,21.15,22.5,43.65,33,-3.3,50.32,-49,386,435,47.46,53.49,100.95,53.11,14,28,56,-2.6,47.45,50.05,-31,288,319,35.41,39.22,74.64,71.18,6,42,-3.52,45.86,49.38,-37,25.21,29.76,205,242,36,44.37,24.14,3.26,50.58,2.58,2.21,21,18,3,53.85,4.76,10.24,7.29,92.56,94.36,38.1,0,1,52.36,155,163,141,114,106,4,5,34,4,10,10,10,0,487.97,2835.38,14.68,17.07,16.73,48.1,49.99,49.07,52.94,53.47,53.5
"trotmza9020132014","Zach.Trotman","D","BOS",2,20132014,23,"0.690","0.665",0,0,0,0,0,0,0,59.52,100,0,21.56,14.26,0,44.86,80,35.14,6,8,2,16.83,4.21,21.03,25.64,66.67,41.03,7,14,7,29.45,14.72,44.17,0,15.14,44.38,8,25,17,52.59,35.76,88.34,60,0,0,7,16.45,64.86,48.41,11,24,13,50.48,27.34,77.83,62.5,3,7,18.16,65.22,47.06,7,31.55,16.83,15,8,4,52.94,38.46,NA,50,0,0,0,0,0,NA,0,0,0,100,100,40,0,0,70,7,11,3,2,3,0,0,4,1,0,0,0,0,28.52,91.21,23.82,15.74,16.66,51.14,53.26,56.28,53.77,59.08,51.86
"troubja9420132014","Jacob.Trouba","D","WPG",65,20132014,19,"0.925","0.894",10,19,29,0.41,0.78,1.19,6,47.54,99.64,8.26,-9.6,22.55,33,-6.28,45.23,51.52,-55,261,316,10.69,12.94,23.62,-5.26,46.15,51.41,-105,629,734,25.75,30.05,55.8,82,-3.48,51.02,-140,1351,1491,55.31,61.04,116.35,51.89,106,132,293,-2.74,48.66,51.4,-55,1002,1057,41.02,43.27,84.29,69.96,66,187,-2.79,48.51,51.31,-43,28.7,30.46,701,744,121,50.1,29.61,-3.32,50.94,2.87,3.15,70,77,-7,47.62,5.35,9.99,6.99,89.65,92.72,40,0,0,44.41,421,471,527,95,93,9,10,111,88,31,12,18,0.25,1465.6,2478.94,37.16,17.37,17.57,49.49,50.03,55.82,56.97,54.51,54.45
"turriky8920132014","Kyle.Turris","C","OTT",82,20132014,24,"2.500","3.500",26,31,57,1.02,1.21,2.23,11,53.19,103.28,12.09,-1.53,18.72,64,2.4,47.69,45.29,-27,279,306,10.9,11.96,22.86,4.61,52.36,47.75,72,798,726,31.18,28.37,59.55,196,2.85,50.34,199,1657,1458,64.75,56.98,121.73,53.89,91,33,389,2.81,51.6,48.78,78,1260,1182,49.24,46.19,95.43,70.87,83,298,1.41,49.53,48.11,-17,34.9,35.56,893,910,215,37.59,23.01,17.41,41.23,3.71,2.62,95,67,28,58.64,8.72,10.64,7.54,92.64,94.33,50.52,724,705,48.88,502,519,525,45,108,22,9,189,39,51,16,27,0.43,1535.4,3463.03,30.72,18.49,17.74,52.18,49.98,60.71,55.63,54.25,54.29
"tyrelda8920132014","Dana.Tyrell","C","T.B",7,20132014,24,"0.600","0.600",0,0,0,0,0,0,-2,30.21,100,0,-8.45,9.24,2,-31.34,25,56.34,-6,3,9,2.78,8.35,11.13,-29.46,23.91,53.37,-24,11,35,10.2,32.47,42.67,2,-21.31,51.52,-38,29,67,26.9,62.16,89.06,72.41,0,3,4,-18.09,33.77,51.85,-25,26,51,24.12,47.31,71.43,80.77,0,4,-10.38,39.62,50,-11,19.48,29.69,21,32,4,52.24,37.25,NA,42.11,0,0,0,0,0,NA,0,0,0,100,100,38.46,2,4,40.48,17,13,25,10,8,0,0,4,1,1,2,0,-1.86,64.67,360.14,15.22,16.18,16.97,49.92,50.26,52.06,52.22,52.42,51.87
"tyutife8320132014","Fedor.Tyutin","D","CBJ",72,20132014,30,"4.500","4.500",5,23,28,0.2,0.91,1.11,-16,47.77,101.28,5.68,-13.25,21.1,8,-0.09,51.59,51.68,16,260,244,10.27,9.64,19.9,-2.7,49.05,51.74,-24,619,643,24.45,25.39,49.84,43,-3.12,50.9,-119,1277,1396,50.43,55.13,105.56,55.52,51,86,187,-2.74,47.79,50.53,-90,974,1064,38.47,42.02,80.49,72.79,48,136,-1.9,47.3,49.2,-81,28,31.2,709,790,88,43.41,25.75,1.32,49.4,2.8,2.73,71,69,2,50.71,3.68,10.01,7.29,91.27,93.52,40,0,0,39.71,415,532,630,96,167,7,16,83,23,17,23,7,-0.63,1519.26,2853.4,34.74,16.95,17.64,49.25,50.51,51.33,52.89,55.07,53.95
"umberrj8220132014","R.J..Umberger","LR","CBJ",79,20132014,31,"NA","NA",18,17,35,0.87,0.82,1.7,8,48.74,101.64,12.95,6.6,15.68,75,-0.17,51.37,51.54,12,225,213,10.9,10.32,21.22,-0.31,50.48,50.79,10,522,512,25.28,24.8,50.09,129,-1.27,50.01,-55,1066,1121,51.64,54.3,105.94,55.72,43,43,220,-0.69,48.98,49.66,-34,814,848,39.43,41.08,80.5,72.97,38,177,-1.25,47.71,48.96,-57,28.77,31.53,594,651,139,41.93,23.23,1.41,50.8,2.86,2.62,59,54,5,52.21,10.17,9.93,7.25,91.71,93.63,55,25,15,53.24,403,423,354,119,106,13,4,121,27,32,13,21,0.39,1238.68,3521.45,26.02,18.17,17.66,48.66,50.51,50.52,53.29,54.86,53.74
"upshasc8320132014","Scottie.Upshall","RL","FLA",76,20132014,29,"3.500","3.500",15,22,37,0.75,1.1,1.85,-1,51.41,99.03,9.32,4.23,15.77,57,3.01,49.52,46.51,-4,208,212,10.41,10.61,21.02,2.35,50.84,48.49,17,512,495,25.63,24.78,50.41,141,2.07,49.34,59,1074,1015,53.76,50.81,104.57,55.87,70,25,280,1.91,50.81,48.91,26,814,788,40.75,39.45,80.19,73.71,49,210,2.84,50.8,47.96,19,30.03,29.08,600,581,161,42.76,26.27,8.43,39.68,2.55,2.75,51,55,-4,48.11,7.14,8.5,6.27,90.53,93.02,43.96,32,39,51.89,411,416,381,134,122,16,6,146,15,35,30,29,-0.05,1198.62,3427.15,25.91,18,17.66,50.43,50.16,53.21,52.3,54.87,54.52
"urbomal9020132014","Alexander.Urbom","D","WSH",20,20132014,22,"0.550","0.563",1,1,2,0.21,0.21,0.41,0,39.19,101.99,6.25,-6.96,14.57,1,-12.11,38.33,50.44,-28,46,74,9.47,15.23,24.7,-12,39.86,51.86,-57,112,169,23.05,34.79,57.84,5,-12.38,51.57,-117,212,329,43.64,67.72,111.36,53.3,9,13,34,-11.5,38.8,50.29,-93,161,254,33.14,52.28,85.42,70.19,9,25,-13.31,35.99,49.29,-88,23.26,41.37,113,201,16,38.91,20.87,-10.08,52.94,1.85,2.47,9,12,-3,42.86,4,7.96,5.59,94.03,95.28,40,0,0,46.73,93,86,106,25,33,1,0,15,10,5,2,2,0,291.5,938.54,23.7,16.3,17.21,50.06,49.12,55.22,55.09,53.29,55.21
"vanbrbr9120132014","Bryce.van.Brabant","L","CGY",6,20132014,21,"0.900","0.912",0,0,0,0,0,0,1,35.92,99.49,0,-3.5,9.05,2,2.14,40,37.86,-5,10,15,11.05,16.58,27.63,-10.77,32.14,42.91,-20,18,38,19.89,42,61.89,3,-9.2,45.13,-29,37,66,40.89,72.94,113.83,48.65,1,4,8,-7.43,39.19,46.62,-16,29,45,32.05,49.73,81.78,62.07,3,7,-8.92,35.29,44.21,-15,19.89,36.47,18,33,4,50,26.67,-22.67,56,1.11,2.21,1,2,-1,33.33,0,5.56,3.45,93.94,95.56,40,0,0,44.83,13,16,16,17,13,0,0,4,1,2,1,2,1.11,54.29,310.56,14.88,17.27,17.09,47.92,51.19,50.98,55.41,53.98,51.47
"vandech8720132014","Chris.Vandevelde","C","PHI",18,20132014,26,"0.550","0.550",0,1,1,0,0.44,0.44,-1,40,98.43,0,-27.94,7.57,4,-8.22,43.33,51.56,-4,13,17,5.73,7.49,13.21,-7.31,45.24,52.55,-8,38,46,16.74,20.26,37,11,-13.37,53.37,-40,80,120,35.24,52.86,88.09,46.25,5,6,17,-11.46,41.26,52.71,-25,59,84,25.99,37,62.99,62.71,4,12,-15.38,37.37,52.75,-25,16.3,27.31,37,62,8,48.33,26.19,-18.12,51.46,1.32,2.64,3,6,-3,33.33,0,8.11,5.08,90.32,92.86,40,16,24,28.57,14,43,35,24,22,0,1,8,2,3,3,2,-0.44,136.22,953.88,12.5,15.65,16.34,47.98,49.57,50.32,54.55,52.59,53.49
"vandeda8320132014","David.van.Der.Gulik","LR","COL",2,20132014,30,"0.600","0.600",0,0,0,0,0,0,0,52.63,100,0,13.92,6.23,0,-48.89,0,48.89,-1,0,1,0,4.82,4.82,0,50,50,0,4,4,19.26,19.26,38.53,3,1.09,51.55,1,10,9,48.16,43.34,91.51,60,0,2,5,16.32,66.67,50.34,5,10,5,48.16,24.08,72.24,60,2,5,24.09,75,50.91,4,28.9,9.63,6,2,3,77.78,60,NA,50,0,0,0,0,0,NA,0,0,0,100,100,40.91,1,1,61.54,8,1,5,1,6,0,0,3,0,0,0,0,0,12.46,109.84,10.19,14.37,16.66,46.8,50.09,47.22,53.67,55.3,55.1
"vanekth8420132014","Thomas.Vanek","RL","BUF/MTL/NYI",95,20132014,29,"6.400","7.143",32,46,78,1.1,1.58,2.67,-13,55.27,102.45,11.59,31.06,18.42,164,9.59,55.71,46.11,92,449,357,15.39,12.24,27.63,9.94,54.06,44.13,149,991,842,33.97,28.86,62.84,307,10.77,44.49,367,1926,1559,66.03,53.44,119.47,52.39,111,19,479,8.58,53.75,45.18,195,1396,1201,47.86,41.17,89.03,72.28,92,368,7.82,53.58,45.77,135,34.59,29.96,1009,874,276,43.94,27.23,22.25,37.64,3.74,2.5,109,73,36,59.89,8.7,10.8,7.81,91.65,93.92,40.79,23,33,69.34,855,537,378,46,51,30,16,244,56,39,25,12,-0.45,1750.22,4045.27,30.2,19.21,17.86,49.06,50.86,55.54,57.68,55.35,53.48
"vanguma8420132014","Mark.van.Guilder","C","NSH",1,20132014,29,"0.550","0.550",0,0,0,0,0,0,0,50,100,NA,18.84,7.67,0,-56.25,0,56.25,-1,0,1,0,7.83,7.83,-2.38,50,52.38,0,1,1,7.83,7.83,15.65,0,-3.16,53.16,0,4,4,31.3,31.3,62.61,25,0,0,0,-6.45,50,56.45,0,3,3,23.48,23.48,46.96,33.33,0,0,-29.9,25,54.9,-2,7.83,23.48,1,3,0,25,0,NA,50,0,0,0,0,0,NA,NA,0,0,100,100,40,0,0,66.67,2,5,1,0,0,0,0,0,0,0,0,0,0,7.67,56.93,11.87,16.5,16.62,48.89,49.33,51.52,53.85,51.71,53.11
"vanrija8920132014","James.van.Riemsdyk","L","TOR",80,20132014,24,"3.750","4.250",30,31,61,1.08,1.12,2.21,-5,48.95,101.19,10.79,21.71,20.75,164,10.86,50.74,39.88,12,411,399,14.86,14.42,29.28,6.9,48.72,41.82,-49,934,983,33.77,35.54,69.3,282,8.09,40.86,-74,1720,1794,62.18,64.86,127.04,56.92,51,29,401,7.91,47.87,39.96,-116,1303,1419,47.11,51.3,98.41,75.13,72,350,9.92,50.1,40.18,4,35.39,35.25,979,975,278,45.65,31.29,11.14,42.09,3.58,3.15,99,87,12,53.23,8.57,10.11,7.6,91.08,93.87,40.6,46,67,57.02,638,535,481,118,132,18,13,248,41,36,24,19,-0.18,1659.62,3217.96,34.03,19.45,17.91,44.12,50.56,52.95,67.05,55.07,53.85
"varonph9020132014","Philip.Varone","CL","BUF",9,20132014,22,"0.570","0.570",1,1,2,0.57,0.57,1.14,-2,50,94,6.67,31.95,11.66,11,11.22,57.5,46.28,6,23,17,13.16,9.72,22.88,3.49,46.74,43.25,-6,43,49,24.59,28.03,52.62,15,5.23,44.77,0,93,93,53.19,53.19,106.39,53.76,2,2,21,6.81,50.75,43.93,2,68,66,38.89,37.75,76.64,73.53,4,19,6.09,50,43.91,0,28.6,28.6,50,50,15,46.24,24.24,-10.2,38.78,1.14,2.86,2,5,-3,28.57,5.26,4,2.94,90,92.42,44.74,26,30,73.47,36,35,13,7,7,1,0,14,1,0,2,0,-1.14,104.9,434.67,19.44,17.36,17.2,44.94,49.46,47,57.58,54.35,55.54
"vatansa9120132014","Sami.Vatanen","D","ANA",53,20132014,22,"0.900","0.785",6,16,22,0.38,1.01,1.39,6,57.56,101.03,7.23,14.98,17.86,8,12.31,62.36,50.05,90,227,137,14.39,8.68,23.07,11.41,60.24,48.83,170,500,330,31.69,20.92,52.61,50,9.58,47.97,267,1017,750,64.46,47.54,112,52.41,56,52,181,7.64,57.45,49.82,200,771,571,48.87,36.19,85.07,69.13,42,125,5.73,56.88,51.15,129,33.79,25.61,533,404,83,46.13,29.25,1.72,57.83,3.36,2.28,53,36,17,59.55,4.8,9.94,6.87,91.09,93.7,38.1,0,1,61.1,432,307,275,76,99,9,7,77,24,16,9,15,0.38,946.57,2267.62,29.45,16.11,17.05,49.1,49.82,53.48,55.45,54.19,54.58
"veillst8120132014","Stephane.Veilleux","L","MIN",38,20132014,31,"0.600","0.588",3,0,3,0.58,0,0.58,-4,36.07,100.06,10,-9.76,8.22,6,-28.93,24.32,53.25,-38,18,56,3.46,10.75,14.21,-25.41,27.14,52.55,-91,54,145,10.37,27.84,38.21,16,-14.85,50.91,-136,176,312,33.79,59.91,93.7,51.7,12,21,48,-15.9,36.13,52.02,-96,125,221,24,42.44,66.44,72.8,6,36,-14.53,37.3,51.82,-62,17.47,29.38,91,153,30,50.96,30.77,-15.37,52.87,1.15,1.92,6,10,-4,37.5,8.33,6.59,4.8,93.46,95.48,40.91,1,1,40.12,65,91,97,44,28,0,0,27,2,10,9,5,-0.77,312.48,2002.51,13.5,15.53,16.33,47.61,49.24,46.57,51.24,52.87,54.49
"vermean8220132014","Antoine.Vermette","C","PHX",82,20132014,31,"3.750","3.750",24,21,45,0.91,0.8,1.71,-2,48.58,101.53,15,-10.93,19.27,101,-1.56,46.43,47.99,-45,293,338,11.12,12.83,23.96,-2.98,46.31,49.28,-106,665,771,25.25,29.27,54.52,175,-2.6,51.19,-83,1424,1507,54.07,57.22,111.28,54.71,41,71,247,-2.21,48.42,50.64,-70,1076,1146,40.85,43.51,84.36,72.4,46,206,-2.03,48.21,50.23,-58,29.58,31.78,779,837,160,44.46,26.96,6.03,46.32,2.96,2.7,78,71,7,52.35,11.65,10.01,7.25,91.52,93.8,56.18,1005,778,44.4,555,565,695,90,112,12,9,136,22,42,22,20,-0.08,1580.3,3427.2,31.56,18.53,17.9,49.51,50.29,55.1,56.19,54.68,54.06
"verstkr8620132014","Kris.Versteeg","LR","CHI/FLA",96,20132014,27,"4.600","4.400",13,26,39,0.58,1.16,1.75,6,57.24,99.76,7.51,14.82,13.96,59,-1.01,49.77,50.78,-2,218,220,9.76,9.85,19.61,2.02,54.37,52.35,94,585,491,26.19,21.98,48.17,163,6.3,50.94,333,1316,983,58.91,44,102.92,52.58,69,27,306,4.23,55.59,51.36,192,955,763,42.75,34.16,76.91,72.46,64,237,3.16,54.79,51.63,121,30.98,25.56,692,571,173,41.91,25.16,4.76,49.4,2.91,2.46,65,55,10,54.17,5.49,9.39,6.81,90.37,92.79,46,61,69,64.9,527,432,285,36,112,14,12,160,23,42,15,21,0.27,1340.31,4590.76,22.6,17.76,17.32,53.45,50.23,56.57,49.26,53.99,53.5
"veyxxli9120132014","Linden.Vey","CR","L.A",18,20132014,22,"0.790","0.790",0,5,5,0,1.39,1.39,4,52.94,97.95,0,18.93,11.95,6,-6.14,42.47,48.61,-11,31,42,8.65,11.72,20.36,-2.88,49.4,52.28,-2,83,85,23.15,23.71,46.86,14,-0.8,53.74,21,189,168,52.72,46.86,99.58,49.74,4,1,20,-0.5,51.91,52.41,10,136,126,37.93,35.15,73.08,69.12,8,16,0.48,53.11,52.63,11,26.22,23.15,94,83,8,50.6,34.13,-22.18,68.33,1.67,1.95,6,7,-1,46.15,0,6.38,4.41,91.57,94.44,43.75,55,69,64.89,61,51,33,2,11,3,2,8,7,7,0,4,1.12,215.11,879.17,19.66,16.68,16.91,54,49.47,55.9,47.61,52.46,53.58
"visnolu7620132014","Lubomir.Visnovsky","D","NYI",24,20132014,37,"3.500","4.750",3,8,11,0.36,0.97,1.34,-4,61.37,99.64,8.82,20.86,20.59,5,14.61,59.91,45.3,44,133,89,16.15,10.81,26.96,15.12,60.66,45.54,103,293,190,35.58,23.07,58.65,20,16.34,45.03,212,572,360,69.46,43.72,113.18,53.5,38,26,84,13.7,59.49,45.79,126,395,269,47.97,32.67,80.63,77.47,12,46,14.5,60.96,46.46,110,37.16,23.8,306,196,34,45.56,27.14,22.38,37.62,3.28,2.19,27,18,9,60,6.52,8.82,6.84,90.82,93.31,40,0,0,65.37,202,139,107,14,19,2,6,31,18,15,5,1,-0.49,494.08,966.93,33.82,16.32,17.42,50.31,49.19,55.12,54.45,52.67,54.42
"vitaljo8520132014","Joe.Vitale","CR","PIT",66,20132014,28,"0.575","0.550",1,13,14,0.08,1.09,1.18,0,42.83,99.5,1.82,-15.84,10.8,27,-14.37,37.55,51.92,-57,86,143,7.24,12.03,19.27,-11.14,41.3,52.44,-91,216,307,18.18,25.83,44.01,41,-8.52,51.36,-171,511,682,43,57.39,100.39,54.4,21,30,97,-9.17,43.2,52.38,-118,375,493,31.56,41.49,73.04,74.13,21,76,-8.2,44.91,53.11,-63,23.39,28.7,278,341,55,50,30.83,-12.92,56.1,1.6,2.1,19,25,-6,43.18,1.32,6.83,5.07,92.67,94.93,59.34,243,160,38.11,149,231,242,124,103,5,8,54,13,11,13,13,0,713.01,3308.17,17.73,16.84,16.99,48.39,49.57,50.58,53.95,53.54,54.47
"vlasima8720132014","Marc-Edouard.Vlasic","D","S.J",86,20132014,26,"4.250","4.250",6,21,27,0.21,0.72,0.92,1,54.26,99.78,4.05,-10.75,20.38,12,2.38,60.03,57.65,128,383,255,13.11,8.73,21.84,1.19,58.88,57.69,290,961,671,32.9,22.97,55.88,100,-0.09,54.35,291,1852,1561,63.41,53.45,116.86,51.94,125,159,355,0.43,55.69,55.25,282,1381,1099,47.28,37.63,84.91,69.66,82,230,-0.02,55.45,55.46,189,32.94,26.47,962,773,148,50.48,29.66,-0.03,54.87,2.91,2.4,85,70,15,54.84,2.61,8.84,6.15,90.94,93.63,40,0,0,43.31,511,646,669,60,143,9,12,142,38,19,8,9,0.03,1752.38,3504.81,33.33,16.76,17.73,52.79,50.43,60.72,54.3,54.71,53.79
"volchan8220132014","Anton.Volchenkov","D","N.J",56,20132014,31,"4.250","4.250",0,8,8,0,0.5,0.5,2,43.18,99.13,0,-26.21,17.22,2,-16.12,43.91,60.03,-38,137,175,8.53,10.89,19.42,-12.62,43.92,56.54,-90,325,415,20.23,25.83,46.06,22,-13.14,56.32,-196,621,817,38.65,50.85,89.5,51.69,39,91,114,-11.13,43.94,55.07,-129,468,597,29.13,37.16,66.28,68.59,33,75,-11.84,42.69,54.52,-110,19.98,26.82,321,431,42,47.25,27.81,-14.29,54.59,1.68,2.49,27,40,-13,40.3,0,8.41,5.77,90.72,93.3,40,0,0,33.57,193,284,382,129,91,6,2,42,9,9,10,12,0.12,964.05,2457.56,28.18,16.49,17.22,53.62,49.57,49.93,43.18,54.16,55.09
