Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Joe Whitney,NYI,1,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,N/A
Cameron Schilling,CHI,1,,0,,0,,0,,-2,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Jamie Devane,NAS,2,,0,,0,,0,,-1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Spencer Abbott,CHI,1,,0,,0,,0,,-2,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Karl Stollery,SAN,2,,0,,0,,0,,1,,2,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Justin Johnson,TOR,2,,0,,0,,0,,-1,,7,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Cody Kunyk,TAM,1,,0,,0,,0,,0,,0,,1,,1,,1,,4,,0.2,,0,,0,,0,,0,,0,,2,,0
Ryan Whitney,STL,7,,0,,0,,0,,-7,,6,,4,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Louis Leblanc,NYI,8,,0,,0,,0,,1,,4,,3,,7,,2,,2,,0.5,,0,,0,,0,,0,,0,,7,,0
Tim Erixon,PIT,2,,0,,0,,0,,2,,2,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Ryan Craig,COB,6,,0,,0,,0,,-3,,0,,8,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Nicolas Deschamps,WAS,3,,0,,0,,0,,-1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Cameron Gaunce,FLA,9,,0,,0,,0,,1,,7,,11,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Carson McMillan,TOR,1,,0,,0,,0,,0,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Brandon Mashinter,CHI,6,,0,,0,,0,,-1,,10,,5,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Ryan Stoa,WAS,3,,0,,0,,0,,-1,,0,,4,,1,,0,,9,,0,,0,,0,,0,,0,,0,,2,,0
Aaron Palushaj,PHI,2,,0,,0,,0,,-1,,0,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,2,,0
Brandon Yip,ANA,2,,0,,0,,0,,0,,0,,6,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Brad Mills,OTT,3,,0,,0,,0,,-1,,0,,9,,1,,8,,6,,0.571,,0,,0,,0,,0,,0,,2,,0
Cody Goloubef,COB,5,,0,,0,,0,,0,,2,,3,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Gabriel Dumont,MON,2,,0,,0,,0,,0,,0,,3,,0,,3,,5,,0.375,,0,,0,,0,,0,,0,,1,,0
Mitch Callahan,DET,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jerred Smithson,TOR,18,,0,,0,,0,,-5,,9,,36,,9,,126,,90,,0.583,,0,,0,,0,,0,,0,,2,,0
Andrew Alberts,VAN,10,,0,,0,,0,,1,,0,,6,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Benn Ferriero,STL,2,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Zach Sill,WAS,20,,0,,0,,0,,-4,,12,,57,,18,,34,,56,,0.378,,0,,0,,0,,0,,0,,14,,0
Keith Aucoin,STL,2,,0,,0,,0,,-3,,0,,0,,0,,9,,6,,0.6,,0,,0,,0,,0,,0,,1,,0
Andrew Campbell,TOR,3,,0,,0,,0,,0,,0,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Mark Cundari,SAN,4,,0,,0,,0,,-4,,0,,10,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Matt Hunwick,TOR,1,,0,,0,,0,,0,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Jake Dowell,CHI,1,,0,,0,,0,,-1,,0,,3,,0,,2,,2,,0.5,,0,,0,,0,,0,,0,,1,,0
Patrick Kaleta,BUF,5,,0,,0,,0,,-1,,5,,11,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,,N/A
Cody Bass,NAS,1,,0,,0,,0,,0,,5,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Ryan Hamilton,EDM,2,,0,,0,,0,,-2,,0,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Pascal Pelletier,VAN,3,,0,,0,,0,,0,,0,,3,,1,,1,,3,,0.25,,0,,0,,0,,0,,0,,1,,0
Nick Drazenovic,PIT,1,,0,,0,,0,,-1,,2,,1,,0,,3,,1,,0.75,,0,,0,,0,,0,,0,,3,,0
Pierre-Luc Letourneau-Leblond,NJD,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Frazer McLaren,SAN,27,,0,,0,,0,,-2,,77,,24,,3,,1,,0,,1,,0,,0,,0,,0,,0,,4,,0
Pierre-Cedric Labrie,CHI,13,,0,,0,,0,,-4,,20,,24,,2,,2,,0,,1,,0,,0,,0,,0,,0,,2,,0
Mike Blunden,TAM,7,,0,,0,,0,,-2,,5,,16,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Gilbert Brule,ARI,3,,0,,0,,0,,-1,,2,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Dana Tyrell,COB,7,,0,,0,,0,,0,,4,,10,,3,,2,,4,,0.333,,0,,0,,0,,0,,0,,4,,0
Yann Sauve,FLA,3,,0,,0,,0,,-2,,0,,5,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Darroll Powe,PHI,1,,0,,0,,0,,-2,,0,,1,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,N/A
Martin St. Pierre,MON,1,,0,,0,,0,,0,,0,,1,,1,,2,,1,,0.667,,0,,0,,0,,0,,0,,0,,N/A
Adam Burish,SAN,15,,0,,0,,0,,-4,,6,,23,,9,,39,,36,,0.52,,0,,0,,0,,0,,0,,9,,0
David van der Gulik,LOS,2,,0,,0,,0,,0,,0,,1,,2,,1,,1,,0.5,,0,,0,,0,,0,,0,,3,,0
Nick Johnson,BOS,9,,0,,0,,0,,-4,,0,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Joe Piskula,ANA,2,,0,,0,,0,,1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Dylan McIlrath,NYR,2,,0,,0,,0,,-1,,7,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Joonas Nattinen,MON,1,,0,,0,,0,,0,,0,,0,,1,,0,,2,,0,,0,,0,,0,,0,,0,,0,,N/A
Garrett Wilson,FLA,3,,0,,0,,0,,-1,,0,,11,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Jamie Oleksiak,DAL,7,,0,,0,,0,,-3,,2,,16,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Vladislav Namestnikov,TAM,4,,0,,0,,0,,-1,,4,,3,,1,,12,,14,,0.462,,0,,0,,0,,0,,0,,4,,0
Philip Samuelsson,ARI,5,,0,,0,,0,,-1,,0,,5,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Mike Sislo,NJD,14,,0,,0,,0,,-1,,0,,19,,4,,5,,1,,0.833,,0,,0,,0,,0,,0,,20,,0
Landon Ferraro,BOS,4,,0,,0,,0,,0,,2,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Chris Mueller,ANA,9,,0,,0,,0,,-2,,0,,11,,4,,29,,25,,0.537,,0,,0,,0,,0,,0,,8,,0
Ben Chiarot,WPG,1,,0,,0,,0,,-3,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Ty Rattie,STL,2,,0,,0,,0,,-2,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Scott Mayfield,NYI,5,,0,,0,,0,,-3,,7,,7,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Jonathan Racine,FLA,1,,0,,0,,0,,-1,,2,,1,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Alexey Marchenko,DET,1,,0,,0,,0,,2,,2,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Adam Payerl,PIT,2,,0,,0,,0,,-1,,2,,6,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Lucas Lessio,ARI,3,,0,,0,,0,,-2,,2,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Ryan Sproul,DET,1,,0,,0,,0,,0,,0,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Mike Mottau,FLA,8,,0,,0,,0,,-3,,4,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Alex Khokhlachev,BOS,1,,0,,0,,0,,0,,2,,1,,0,,8,,9,,0.471,,0,,0,,0,,0,,0,,2,,0
Xavier Ouellet,DET,4,,0,,0,,0,,0,,2,,7,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Brayden McNabb,LOS,12,,0,,0,,0,,1,,6,,25,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Matt Taormina,TAM,7,,0,,0,,0,,0,,0,,5,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Christian Thomas,MON,2,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Patrik Nemeth,DAL,8,,0,,0,,0,,-3,,6,,16,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Greg McKegg,FLA,1,,0,,0,,0,,0,,0,,2,,0,,1,,5,,0.167,,0,,0,,0,,0,,0,,1,,0
Brett Bulmer,MIN,5,,0,,0,,0,,-2,,2,,14,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Dave Steckel,ANA,6,,0,,0,,0,,0,,0,,15,,3,,44,,24,,0.647,,0,,0,,0,,0,,0,,8,,0
Brandon Gormley,COL,5,,0,,0,,0,,4,,2,,5,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Joey Hishon,COL,2,,0,,0,,0,,0,,0,,1,,0,,4,,2,,0.667,,0,,0,,0,,0,,0,,1,,0
Colton Orr,TOR,54,,0,,0,,0,,-3,,110,,112,,10,,1,,1,,0.5,,0,,0,,0,,0,,0,,12,,0
Julian Melchiori,WPG,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Craig Cunningham,ARI,2,,0,,0,,0,,0,,0,,1,,0,,3,,4,,0.429,,0,,0,,0,,0,,0,,4,,0
Patrick Holland,WPG,5,,0,,0,,0,,0,,0,,2,,4,,1,,1,,0.5,,0,,0,,0,,0,,0,,2,,0
Zach Trotman,BOS,2,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Taylor Beck,NYI,7,,0,,0,,0,,-2,,6,,4,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Jesper Fast,NYR,11,,0,,0,,0,,-5,,2,,20,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Freddie Hamilton,CGY,11,,0,,0,,0,,-5,,2,,24,,3,,14,,22,,0.389,,0,,0,,0,,0,,0,,13,,0
Bill Arnold,CGY,1,,0,,0,,0,,-1,,0,,1,,0,,5,,4,,0.556,,0,,0,,0,,0,,0,,0,,N/A
Teemu Pulkkinen,DET,3,,0,,0,,0,,0,,2,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Petter Granberg,NAS,1,,0,,0,,0,,0,,0,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Peter LeBlanc,WAS,1,,0,,0,,0,,0,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
